The aviation fuel factors currently only account for the direct effect of CO2, CH4 and N2O emissions. Organisations should include the indirect effects of non-CO2 emissions when reporting air travel emissions to capture the full climate impact of their travel, as indicated in the ‘Business travel- air’ tab.   This includes where the tonnage of aviation fuel used/uplifted is directly recorded.  To do this, it is recommended that a multiplier of 1.7 is applied to the CO2 component only of the direct emissions from aviation, and then summed with the CH4 and N2O direct emissions to calculate total kgCO2e (including direct and indirect effects). Further information can be found in the ‘Business travel- air’ tab and the air transport section of the Methodology Paper.

The effects of radiative forcing are not considered to be significant for fuels used in other forms of transport. They may even be negative for shipping due to the high sulphur content of fuels used.									
For information about how the conversion factors have been derived, please refer to the 'Methodology paper' that accompanies the conversion factors.									

===== SC1 - Bioenergy =====
UK Government GHG Conversion Factors for Company Reporting									
Bioenergy									
Index									
Emissions source:	Bioenergy	Next publication date: 	June 2026	Factor set:	Full set				
Scope:	Scope 1	Version:	1	Year:	2025				
Bioenergy conversion factors should be used for the combustion of fuels produced from recently living sources (such as trees) at a site or in an asset under the direct control of the reporting organisation. All factors are on a net calorific value basis.									
Guidance									
●  Within the Scope 1 conversion factors for biofuels, the CO2 emissions value is set as net ‘0’ to account for the CO2 absorbed by fast-growing bioenergy sources during their growth. The Scope 1 conversion factors presented in this listing contain values for N2O and CH4 emissions (which are not absorbed during growth).									
●  Although the Scope 1 conversion factors contain a ‘0’ value for CO2 emissions, organisations must account for the impact of the CO2 released through combustion of the fuel.  Organisations should refer to the ‘outside of scopes’ listing in the 'outside of scopes' tab to find the true values for CO2 emissions.  These emissions should be calculated in the same way as the Scope 1 emissions, but should be listed as a separate line item within its report called ‘outside of scopes’. This should not be included within the organisation's emissions total, but displayed separately within the emissions report. This ensures that the organisation is being transparent with regard to all potential sources of CO2 from its activities.   									
For more information refer to the ‘outside of scopes’ tab for guidance.									
Example of calculating emissions from bioenergy									
Company B reports its emissions from standard biodiesel use in its delivery vehicles.  It has data on how many litres have been consumed and it needs to publicly report its Scope 1 emissions. 									
The activity data (litres of fuel) is multiplied by the appropriate conversion factor to produce company B's Scope 1 biodiesel emissions.									
Activity	Fuel	Unit	kg CO2e						
Biofuel	Bioethanol	litres	0.00901						
		GJ	0.42339						
		kg	0.01135						
	Biodiesel ME	litres	0.16751						
		GJ	5.05961						
		kg	0.18822						
	Biomethane (compressed)	litres							
		GJ	0.10625						
		kg	0.00521						
	Biodiesel ME (from used cooking oil)	litres	0.16751						
		GJ	5.05961						
		kg	0.18822						
	Biodiesel ME (from tallow)	litres	0.16751						
		GJ	5.05961						
		kg	0.18822						
	Biodiesel HVO	litres	0.03558						
		GJ	1.03677						
		kg	0.04562						
	Biopropane	litres	0.00213						
		GJ	0.08952						
		kg	0.00415						
	Development diesel	litres	0.03705						
		GJ	1.03677						
		kg	0.04461						
	Development petrol	litres	0.01402						
		GJ	0.42339						
		kg	0.0189						
	Off road biodiesel	litres	0.16751						
		GJ	5.05961						
		kg	0.18822						
	Biomethane (liquified)	litres							
		GJ	0.10625						
		kg	0.00521						
	Methanol (bio)	litres	0.00669						
		GJ	0.42339						
		kg	0.00844						
	Avtur (renewable)	litres	0.02531						
		GJ	0.7234						
		kg	0.03179						
Activity	Fuel	Unit	kg CO2e						
Biomass	Wood logs	tonnes	46.98508						
		kWh	0.0115						
	Wood chips	tonnes	43.43964						
		kWh	0.0115						
	Wood pellets	tonnes	55.19389						
		kWh	0.0115						
	Grass/straw	tonnes	47.35709						
		kWh	0.01273						
Activity	Fuel	Unit	kg CO2e						
Biogas	Biogas	tonnes	1.24314						
		kWh	0.00022						
	Landfill gas	tonnes	0.69696						
		kWh	0.0002						
FAQs									
I need a conversion factor for my specific % biofuel blend, rather than the “average biofuel blend” factor that is reported here.									
The steps taken to calculate this by hand are straightforward and can be illustrated using the following worked example (consistent for all biofuels, conventional fuels, scopes and units):

Company B wants to report on its Scope 1 fuel emissions (in kgCO2e/litre) from a specific biodiesel blend of X%. Using 2021 values, it is known that:
●100% mineral diesel conversion factor = 2.706 kgCO2e/litre
●Biodiesel ME conversion factor (see Bioenergy sheet) = 0.168 kgCO2e/litre

Therefore, X% biodiesel blend conversion factor = (X% x 0.168) + [(1-X%) x 2.706]									
For information about how the conversion factors have been derived, please refer to the 'Methodology paper' that accompanies the conversion factors.									

===== SC1-Mobile com =====
UK Government GHG Conversion Factors for Company Reporting									
Passenger vehicles									
Index									
Emissions source:	Passenger vehicles	Next publication date: 	June 2026	Factor set:	Full set				
Scope:	Scope 1	Version:	1	Year:	2025				
Passenger vehicles conversion factors should be used to report travel in cars and on motorcycles that are owned or controlled by the reporting organisation. This does not include employee-owned vehicles that are used for business purposes.									
Guidance									
●  For vehicles where an organisation has data in litres of fuel or kWh electricity consumed, the ‘fuels’ or 'electricity' conversion factors should be applied, which provide more accurate emissions results.									
●  For vehicles that run on biofuels, please refer to the ‘bioenergy’ conversion factors. It should be noted that any vehicle running on biofuel should also have an ‘outside of scopes’ CO2 figure reported separately. See the 'Outside of scopes' tab for more detail on this.									
●  The market segment conversion factors related to the vehicle market segments specifically defined by the UK Society of Motor Manufacturers and Traders (SMMT).									
